name,AngelList_website,tagline
TIDBT,https://angel.co/company/tidbt,Your World - Enlightened
CentralMayoreo.com,https://angel.co/company/centralmayoreo-com,The Alibaba for domestic wholesale in Mexico & LatAm.
Shot,https://angel.co/company/shot-stats-1,Virtual Sports Training Service
Clickypass,https://angel.co/company/clicky-2,Clickypass is a membership program for fitness classes and activities. 
EcomExperts,https://angel.co/company/ecomexperts,Awesome suite of tools for online sellers.
SupplyAI,https://angel.co/company/supplyai,Helping brands deliver great post-sale experience to shoppers
Handstack,https://angel.co/company/handstack,Helping politicians and voters communicate in a genuine way.
SynapseMX,https://angel.co/company/synapsemx,"Aircraft maintenance workflows, powered by people + AI"
Croissant,https://angel.co/company/croissant,"The app for flexible, drop-in access to your favorite coworking spaces"
Hivebeat,https://angel.co/company/hivebeat,A new take on organization management (500 Startups B15)
Metadata,https://angel.co/company/metadataio,B2B Demand Generation on Auto-Pilot
Fulfil.IO,https://angel.co/company/fulfil-io,Next Generation ERP for Retail and Distribution
Cirrus Identity,https://angel.co/company/cirrus-identity,The Online Guest Pass for Enterprise
CodeUpStart,https://angel.co/company/codeupstart,Learn to code by cloning real life startups
QMágico,https://angel.co/company/qmagico-1,Personalized learning plans by teachers
Flycrates,https://angel.co/company/flycrates,Amazon.com items shipped to you anywhere in the world.
Indemand,https://angel.co/company/indemand,Enabling logistics and local ecommerce for retailers.
ManyChat,https://angel.co/company/manychat,Create a chatbot in 5 minutes without coding.
Asistia,https://angel.co/company/asistia,One stop shop marketplace for elder care.
Teleport,https://angel.co/company/teleport-ninja,Truly interactive web video
CoolHotNot,https://angel.co/company/coolhotnot,Product Recommendations From Friends & Xperts
Smart Gardener,https://angel.co/company/smart-gardener,Simply grow great food
Maternova,https://angel.co/company/maternova,The first global fast track for women's health solutions
AnyCloud,https://angel.co/company/anycloud,All your photos in one amazing place
ParqPlace,https://angel.co/company/parqplace,Parking Perfected
Chatalog,https://angel.co/company/chatalog,Create shoppable conversations
Statricks,https://angel.co/company/statricks,Ad Classification & Used Goods Price Suggestion API with Price Guides
MediaArchiTECHS,https://angel.co/company/mediaarchitechs,One-to-one Advice -- at Scale
iRevü,https://angel.co/company/irevu,Continuous Feedback Performance Management for the Next Generation
Schedule Savvy,https://angel.co/company/schedule-savvy,Open Table for the home cleaning industry
Punctil Health,https://angel.co/company/punctil-health,Waze for Doctors
Storybyte,https://angel.co/company/storybyte,Long live your stories.
DGTS,https://angel.co/company/dgts,Social Cloud-based Address Book
Glia,https://angel.co/company/glia,Values Based Shopping & Discovery. Think E-Harmony meets Foursquare
Nebulus,https://angel.co/company/nebulus,Google Docs for Making Music
Abroaders,https://angel.co/company/abroaders,"Save on flights like a points pro, without being one"
FABRIQ,https://angel.co/company/fabriq-technologies,FABRIQ is a Personal Safety Platform addressing the unique safety concerns of our times.
Democracy Earth,https://angel.co/company/democracyearth,Incorruptible governance for a planetary commons of peers. 
Tilt365,https://angel.co/company/tilt365,Real-time people & culture development tools for tech and hi-growth companies.
TutorSync,https://angel.co/company/tutorsync-1,Marketplace for peer to peer tutoring
TIDBT,https://angel.co/company/tidbt,Your World - Enlightened
CentralMayoreo.com,https://angel.co/company/centralmayoreo-com,The Alibaba for domestic wholesale in Mexico & LatAm.
Shot,https://angel.co/company/shot-stats-1,Virtual Sports Training Service
Clickypass,https://angel.co/company/clicky-2,Clickypass is a membership program for fitness classes and activities. 
EcomExperts,https://angel.co/company/ecomexperts,Awesome suite of tools for online sellers.
SupplyAI,https://angel.co/company/supplyai,Helping brands deliver great post-sale experience to shoppers
Handstack,https://angel.co/company/handstack,Helping politicians and voters communicate in a genuine way.
SynapseMX,https://angel.co/company/synapsemx,"Aircraft maintenance workflows, powered by people + AI"
Croissant,https://angel.co/company/croissant,"The app for flexible, drop-in access to your favorite coworking spaces"
Hivebeat,https://angel.co/company/hivebeat,A new take on organization management (500 Startups B15)
Metadata,https://angel.co/company/metadataio,B2B Demand Generation on Auto-Pilot
Fulfil.IO,https://angel.co/company/fulfil-io,Next Generation ERP for Retail and Distribution
Cirrus Identity,https://angel.co/company/cirrus-identity,The Online Guest Pass for Enterprise
CodeUpStart,https://angel.co/company/codeupstart,Learn to code by cloning real life startups
QMágico,https://angel.co/company/qmagico-1,Personalized learning plans by teachers
Flycrates,https://angel.co/company/flycrates,Amazon.com items shipped to you anywhere in the world.
Indemand,https://angel.co/company/indemand,Enabling logistics and local ecommerce for retailers.
ManyChat,https://angel.co/company/manychat,Create a chatbot in 5 minutes without coding.
Asistia,https://angel.co/company/asistia,One stop shop marketplace for elder care.
Teleport,https://angel.co/company/teleport-ninja,Truly interactive web video
CoolHotNot,https://angel.co/company/coolhotnot,Product Recommendations From Friends & Xperts
Smart Gardener,https://angel.co/company/smart-gardener,Simply grow great food
Maternova,https://angel.co/company/maternova,The first global fast track for women's health solutions
AnyCloud,https://angel.co/company/anycloud,All your photos in one amazing place
ParqPlace,https://angel.co/company/parqplace,Parking Perfected
Chatalog,https://angel.co/company/chatalog,Create shoppable conversations
Statricks,https://angel.co/company/statricks,Ad Classification & Used Goods Price Suggestion API with Price Guides
MediaArchiTECHS,https://angel.co/company/mediaarchitechs,One-to-one Advice -- at Scale
iRevü,https://angel.co/company/irevu,Continuous Feedback Performance Management for the Next Generation
Schedule Savvy,https://angel.co/company/schedule-savvy,Open Table for the home cleaning industry
Punctil Health,https://angel.co/company/punctil-health,Waze for Doctors
Storybyte,https://angel.co/company/storybyte,Long live your stories.
Mimir (YC S15),https://angel.co/company/mimir-3,Software for scaling STEM education
DGTS,https://angel.co/company/dgts,Social Cloud-based Address Book
Nebulus,https://angel.co/company/nebulus,Google Docs for Making Music
Abroaders,https://angel.co/company/abroaders,"Save on flights like a points pro, without being one"
FABRIQ,https://angel.co/company/fabriq-technologies,FABRIQ is a Personal Safety Platform addressing the unique safety concerns of our times.
Democracy Earth,https://angel.co/company/democracyearth,Incorruptible governance for a planetary commons of peers. 
Tilt365,https://angel.co/company/tilt365,Real-time people & culture development tools for tech and hi-growth companies.
TutorSync,https://angel.co/company/tutorsync-1,Marketplace for peer to peer tutoring
Wide.IO,https://angel.co/company/wide-io,Marketplace for Live Algorithms
AquaRa Nutraceuticals,https://angel.co/company/aquara-nutraceuticals,Relieving drug side effects and solving poorly met medical needs with nutraceuticals.
StatAce,https://angel.co/company/statace,Online statistical analysis
TripFriend,https://angel.co/company/tripfriend-1,"Connecting people going to the same place, same time."
SherpaDesk,https://angel.co/company/sherpadesk-1,Support and invoicing for personal service firms
SENSIMAT,https://angel.co/company/sensimat,Fitbit for Seating
Phox Charge,https://angel.co/company/phox-charge,The Secure Charging Phone Box
Glia,https://angel.co/company/glia,Values Based Shopping & Discovery. Think E-Harmony meets Foursquare
KoolTechs,https://angel.co/company/kooltechs,Smart medicine bottle cap sensor
PayOrShare,https://angel.co/company/payorshare,"Money, Promotion, Insights"
DangerTV,https://angel.co/company/dangertv,First global destination for danger
CloudWalk,https://angel.co/company/cloudwalk-us,A worldwide smart open payment network
BELI,https://angel.co/company/beli,"Pre-order, collect and save up to 19mins a day at busy takeaways"
MUMZY,https://angel.co/company/mumzy,(MUMZY was acquired in October 2016) MUMZY was a crowdfunding site for moms 
Kokonuzz Media Group,https://angel.co/company/kokonuzz,Transmedia Entertainment done right
Activiter,https://angel.co/company/activiter,AAAS - Activities as a Service
Well Informed Pet,https://angel.co/company/well-informed-horse,"Never again say ""I forgot..."" when it comes to your pet's health."
Jaspr Trades,https://angel.co/company/jasprtrades,Barter finally done right
Pulp,https://angel.co/company/pulp-2,Create and share immersive music videos
BioVirtua,https://angel.co/company/biovirtua,Sequencing Human Movement
Pingwyn,https://angel.co/company/pingwyn,Share your location continuously - without the need to check in.
Healthy Snacks Vending of North America,https://angel.co/company/healthy-snacks-vending-of-north-america-1,Healthy Choice Vending Options
Electronic Settlements,https://angel.co/company/electronic-settlements,An online do-it-yourself tax resolution solution.
Loopster,https://angel.co/company/loopster,EZ Powerful Video Editing
Oversignal,https://angel.co/company/oversignal-1,Solving the mobile advertising puzzle
Spare to Share,https://angel.co/company/spare-to-share-1,"Share, rent & sell within closed, trusted groups"
Lurkin,https://angel.co/company/lurkin,Venture.
Peepsqueeze,https://angel.co/company/peepsqueeze,Group Video Communicator  (combo of Youtube & Evite)
Brinkbit,https://angel.co/company/brinkbit,The Cloud Game Platform
GPS of Sports,https://angel.co/company/sportenk-1,GPS of Sports
Appetizr,https://angel.co/company/appetizr,Discover and share the best food in your city.
GO - Sharing Pays,https://angel.co/company/freeherd,We've turned social media influence into currency.
Everimpact,https://angel.co/company/everimpact,Help Cities monetise their Carbon Emissions
Bairo,https://angel.co/company/bairo,Redefining healthcare by data
Monky Trends,https://angel.co/company/monky-trends,Google Analytics for Reputation 
Burble Time,https://angel.co/company/burble-time-1,On-Demand Health/Wellness and Professional CoachingThrough A Web-Based Application
Wazlo,https://angel.co/company/wazlo,Your Personal Chatbot Recruiter
ImaginMe,https://angel.co/company/imaginme-1,Beautiful animated stories and games starring your child
Moiety,https://angel.co/company/moiety,Simplify Complicated Living
Pen Pals,https://angel.co/company/penpalsapp,Social Messaging Reinvented
StreetID,https://angel.co/company/streetid,Financial Career Matchmaking (dating website technology for finding a finance job)
The Otherland Group (Context Booster),https://angel.co/company/the-otherland-group-context-booster,One Click To Knowledge And Inspiration
Common Artist Project,https://angel.co/company/common-artist-project,Art-Inspired Fashion
Mama Wosh,https://angel.co/company/mama-wosh,Asia's no. 1 dry cleaning & laundry service. Free pickup & delivery at your doorstep.
Loore,https://angel.co/company/loore,Influencer powered marketplace
Bon Harvest,https://angel.co/company/bonharvest,NOURISHING COMMUNITIES BY REVOLUTIONIZING THE WAY FOOD IS BOUGHT AND SOLD. 
Maptic,https://angel.co/company/maptic,Geographically Predictive Analytics
Finoramic,https://angel.co/company/finoramic,Enable trust for Financial Services in Digital world 
WatchParty,https://angel.co/company/watchparty,WatchParty is defunct. Thanks anyway!
Activism,https://angel.co/company/activism,Disrupting the $300bn dollar charitable giving space.
Caramelized,https://angel.co/company/caramelized,Cooking goes digital
Nextdoorganics,https://angel.co/company/nextdoorganics,Farm-to-table curated membership program
fastDove,https://angel.co/company/fastdove,Mobile messaging analytics platform
MyDemocracy,https://angel.co/company/mydemocracy,MyDemocracy serves to bridge the ever-widening gap between constituents and legislators.
SeeJay,https://angel.co/company/seejay,Give your Stories SUPERPOWERS
UmixTV,https://angel.co/company/umixtv,News from social networks and rss feeds in a video format.
Inpris,https://angel.co/company/inpris,Touchscreens on steroids
Engine Ecology,https://angel.co/company/engine-ecology-1,Engine runs cleaner for $25
Fashionism,https://angel.co/company/fashionism-1,Cash Rewards for Luxury Shoppers
Agrid,https://angel.co/company/agrid-1,Real time estimates for wedding services
Global Communication Leader,https://angel.co/company/global-communication-leader,Global Press Releases for Small Businesses
Search in MENA,https://angel.co/company/search-in-mena,"is a B2B marketplace listing products, services & companies in the MENA region"
MilkCrate,https://angel.co/company/milkcrate,Closing the gap between good intentions and sustainable action.
Modern Movement,https://angel.co/company/modern-movement,Hardware & software for balance (Fitbit meets Bosu)
tripcombi,https://angel.co/company/tripdelta,Finds cheapest flights using machine learning
Ritual,https://angel.co/company/ritual-1,SoulCycle of yoga
Leagit,https://angel.co/company/leagit,Digital curators for content that makes a difference
Revealytics,https://angel.co/company/revealytics,Unit economics analytics platform
RealLifeConnect,https://angel.co/company/reallifeconnect,Ready-to-use interactive brand experience PaaS which leverages offline with online via NFC
Acrinta,https://angel.co/company/acrinta,Employee Wellness: Making it easier to live better
CriticMania,https://angel.co/company/criticmania,Digital Customer Comment Card
Schoolix,https://angel.co/company/schoolix,Schoolix - an entirely new form of teamwork 
2 Way Brewing Company,https://angel.co/company/2-way-brewing-company,"A community minded craft brewery in Beacon, NY"
Parso,https://angel.co/company/parso,On and off street parking management solutions
Treestle,https://angel.co/company/treestle,
too-short,https://angel.co/company/too-short,Online swapping / consignment store for kids' items
Sence,https://angel.co/company/sence,Social CRM and Marketing software for Retails
Edge Up Sports,https://angel.co/company/edge-up-sports,Systematically Delivering Health and Performance
ConferenceCast.tv,https://angel.co/company/confcast-tv,A marketplace of fast consumable content from business conferences
FitTrace,https://angel.co/company/fittrace,Know Your Fitness
Rootd,https://angel.co/company/rootd,LinkedIn/Ancestry.com for sports
Truckly,https://angel.co/company/totes-mobile-technologies,Local Trucks On-demand
Flicked,https://angel.co/company/flicked,Flicked is an immersive social voting experience.
Plango,https://angel.co/company/plango-1,Earn passive income for inspiring others to go on their own adventures.
Our Little Foxes,https://angel.co/company/our-little-foxes,Family activity programs
Postedin,https://angel.co/company/postedin,Content on demand
Poolpy,https://angel.co/company/poolpy,DMP for professional sports teams
Revealbot,https://angel.co/company/revealbot,Advanced ads automation software 
CurrencyVue,https://angel.co/company/currencyvue,Currency management software for small and medium businesses
BiotechZone,https://angel.co/company/biotechzone,eBay for Biotech
WatchParty,https://angel.co/company/watchparty,WatchParty is defunct. Thanks anyway!
Activism,https://angel.co/company/activism,Disrupting the $300bn dollar charitable giving space.
Caramelized,https://angel.co/company/caramelized,Cooking goes digital
Nextdoorganics,https://angel.co/company/nextdoorganics,Farm-to-table curated membership program
fastDove,https://angel.co/company/fastdove,Mobile messaging analytics platform
MyDemocracy,https://angel.co/company/mydemocracy,MyDemocracy serves to bridge the ever-widening gap between constituents and legislators.
GradFly,https://angel.co/company/gradfly,Online workspaces for hardware makers
SeeJay,https://angel.co/company/seejay,Give your Stories SUPERPOWERS
UmixTV,https://angel.co/company/umixtv,News from social networks and rss feeds in a video format.
Inpris,https://angel.co/company/inpris,Touchscreens on steroids
Fashionism,https://angel.co/company/fashionism-1,Cash Rewards for Luxury Shoppers
Agrid,https://angel.co/company/agrid-1,Real time estimates for wedding services
Global Communication Leader,https://angel.co/company/global-communication-leader,Global Press Releases for Small Businesses
Search in MENA,https://angel.co/company/search-in-mena,"is a B2B marketplace listing products, services & companies in the MENA region"
MilkCrate,https://angel.co/company/milkcrate,Closing the gap between good intentions and sustainable action.
Modern Movement,https://angel.co/company/modern-movement,Hardware & software for balance (Fitbit meets Bosu)
tripcombi,https://angel.co/company/tripdelta,Finds cheapest flights using machine learning
Ritual,https://angel.co/company/ritual-1,SoulCycle of yoga
Frenzi Media,https://angel.co/company/frenzimedia,Making Immersive 3D Display easily accessible and affordable to any type of brand.
Revealytics,https://angel.co/company/revealytics,Unit economics analytics platform
RealLifeConnect,https://angel.co/company/reallifeconnect,Ready-to-use interactive brand experience PaaS which leverages offline with online via NFC
Acrinta,https://angel.co/company/acrinta,Employee Wellness: Making it easier to live better
CriticMania,https://angel.co/company/criticmania,Digital Customer Comment Card
Engine Ecology,https://angel.co/company/engine-ecology-1,Engine runs cleaner for $25
Schoolix,https://angel.co/company/schoolix,Schoolix - an entirely new form of teamwork 
Fohawx,https://angel.co/company/fohawx,"Attachable, interchangeable mohawk accessories for your safety helmet"
Treestle,https://angel.co/company/treestle,
too-short,https://angel.co/company/too-short,Online swapping / consignment store for kids' items
ExtraaEdge,https://angel.co/company/extraaedge-com,Data Science powered - Admission & Marketing CRM Automation for Education Enrolments
Edge Up Sports,https://angel.co/company/edge-up-sports,Systematically Delivering Health and Performance
ConferenceCast.tv,https://angel.co/company/confcast-tv,A marketplace of fast consumable content from business conferences
FitTrace,https://angel.co/company/fittrace,Know Your Fitness
Leagit,https://angel.co/company/leagit,Digital curators for content that makes a difference
Rootd,https://angel.co/company/rootd,LinkedIn/Ancestry.com for sports
Truckly,https://angel.co/company/totes-mobile-technologies,Local Trucks On-demand
Plango,https://angel.co/company/plango-1,Earn passive income for inspiring others to go on their own adventures.
Our Little Foxes,https://angel.co/company/our-little-foxes,Family activity programs
Postedin,https://angel.co/company/postedin,Content on demand
Poolpy,https://angel.co/company/poolpy,DMP for professional sports teams
Revealbot,https://angel.co/company/revealbot,Advanced ads automation software 
TapFame,https://angel.co/company/tapfame,Linkedin for Mobile Developers
Knodium,https://angel.co/company/knodium,Online student collaboration and learning
Bad Seed,https://angel.co/company/bad-seed,We change the way you usually play the most popular game genre
ArmaTerra,https://angel.co/company/armaterra,A game changing green technology for use in the earth reinforcing and retaining wall space
Elimi,https://angel.co/company/elimi,Find SMART People Like YOU! Tinder + brain
Diveling,https://angel.co/company/diveling,Dialogue but deeper
Fohawx,https://angel.co/company/fohawx,"Attachable, interchangeable mohawk accessories for your safety helmet"
SeedAsia,https://angel.co/company/seedasia,A funding platform for tech startups in China & SE Asia
Portable Medical Technology,https://angel.co/company/portable-medical-technology,CE/FDA approved apps for specialist medics
3dEYE by eFactorlabs,https://angel.co/company/3deye-by-efactorlabs,Skype for video surveillance
Contenido,https://angel.co/company/contenido,Content Marketing Intelligence
24sessions,https://angel.co/company/24sessions,Human Advice. Delivered Online.
RiffRaff,https://angel.co/company/riffraff-1,The marketplace for local on-demand lessons
Wirewatt,https://angel.co/company/wirewatt,Online solar lending platform for emerging markets
Wriber,https://angel.co/company/wriber,Feed the Content Beast
SelfieJobs,https://angel.co/company/selfiejobs,"Swipe, Chat and Get a job. Pitch yourself with a 2 min Video CV."
Remmo,https://angel.co/company/structured-monitoring-products,"Remmo - The non-contact, movement-detecting baby monitor"
Lipsinc,https://angel.co/company/lipsinc,Lip shaped lip gloss applicator.
VisioGroup SAS,https://angel.co/company/visiogroup-sas,Skype for professionals
Well Informed Pet,https://angel.co/company/well-informed-pet,"Never again say ""I forgot..."" when it comes to your pet's health."
Building Blocks CRE,https://angel.co/company/building-blocks-cre,CRE Data Hub & Management Solution
Agrivi,https://angel.co/company/agrivi,Intelligent cloud farm management software
Tripr,https://angel.co/company/tripr,Travel Social Networking App
Black Infusions,https://angel.co/company/black-infusions,The Nantucket Nectars of The Liquor Industry
SKIN MATCH TECHNOLOGY,https://angel.co/company/skin-match-technology-1,WE CONNECT DATA TO CUT THROUGH THE CLUTTER OF THE BEAUTY INDUSTRY.
TapFame,https://angel.co/company/tapfame,Linkedin for Mobile Developers
Knodium,https://angel.co/company/knodium,Online student collaboration and learning
Communly,https://angel.co/company/communly,Uniting users in interests based communities.
Business Exchange,https://angel.co/company/business-exchange,1st Referral-Based B2B Lead Generation Platform
Bad Seed,https://angel.co/company/bad-seed,We change the way you usually play the most popular game genre
ArmaTerra,https://angel.co/company/armaterra,A game changing green technology for use in the earth reinforcing and retaining wall space
Elimi,https://angel.co/company/elimi,Find SMART People Like YOU! Tinder + brain
Diveling,https://angel.co/company/diveling,Dialogue but deeper
SeedAsia,https://angel.co/company/seedasia,A funding platform for tech startups in China & SE Asia
Fora,https://angel.co/company/fora,Online Marketplace for accredited online courses and degree programs
3dEYE by eFactorlabs,https://angel.co/company/3deye-by-efactorlabs,Skype for video surveillance
Contenido,https://angel.co/company/contenido,Content Marketing Intelligence
24sessions,https://angel.co/company/24sessions,Human Advice. Delivered Online.
RiffRaff,https://angel.co/company/riffraff-1,The marketplace for local on-demand lessons
Gourmet Hotdog Cafe,https://angel.co/company/gourmet-hotdog-cafe,The best hotdogs in Kuala Lumpur
Pagido,https://angel.co/company/pagido,Billing and Factoring for freelancers
Wriber,https://angel.co/company/wriber,Feed the Content Beast
Remmo,https://angel.co/company/structured-monitoring-products,"Remmo - The non-contact, movement-detecting baby monitor"
VisioGroup SAS,https://angel.co/company/visiogroup-sas,Skype for professionals
Well Informed Pet,https://angel.co/company/well-informed-pet,"Never again say ""I forgot..."" when it comes to your pet's health."
Building Blocks CRE,https://angel.co/company/building-blocks-cre,CRE Data Hub & Management Solution
Agrivi,https://angel.co/company/agrivi,Intelligent cloud farm management software
Wirewatt,https://angel.co/company/wirewatt,Online solar lending platform for emerging markets
Tripr,https://angel.co/company/tripr,Travel Social Networking App
Black Infusions,https://angel.co/company/black-infusions,The Nantucket Nectars of The Liquor Industry
Athletes Performance Gear,https://angel.co/company/athletes-performance-gear,Performance Hydration System for Runners and Walkers
Softruck,https://angel.co/company/softruck,Improving transport and logistics worldwide
SKIN MATCH TECHNOLOGY,https://angel.co/company/skin-match-technology-1,WE CONNECT DATA TO CUT THROUGH THE CLUTTER OF THE BEAUTY INDUSTRY.
Simple Lifeforms,https://angel.co/company/simple-lifeforms,Cross Platform Games for Smart Platforms and Devices
Enuygun,https://angel.co/company/enuygun,Moneysupermarket of Turkey.
CodeNgo,https://angel.co/company/codengo,Hootesuite for App Marketers
Ocapi,https://angel.co/company/ocapi,
Ahonya,https://angel.co/company/ahonya,The Amazon.com of Ghana
Material Mix,https://angel.co/company/material-mix-1,We monetize industrial trash
Wordinaire,https://angel.co/company/wordinaire,Rosetta Stone for Prep Apps
Pathflow,https://angel.co/company/pathflow,Real Life Analytics
Currently,https://angel.co/company/currently-1,Communities for Outdoor Enthusiasts
WhereInFair,https://angel.co/company/whereinfair,
Greenpie,https://angel.co/company/greenpie,Nutrition counseling online made easy
SnapBatch,https://angel.co/company/snapbatch,Real-time mobile gaming platform for everything live.
Liox,https://angel.co/company/liox,Dry Cleaning and Laundry on Demand
SIMI,https://angel.co/company/simi-1,We Help Restaurants Manage Their Business.
Revio,https://angel.co/company/revio,"Making Powersports Safe, Secure & Connected"
TrunkBird,https://angel.co/company/trunkbird,Send stuff with people on the move
Modti,https://angel.co/company/modti,Inventors and Pioneers of Shape Programmable Hardware
Errund,https://angel.co/company/errund-1,Amazon for Home and Business Services
Jabber,https://angel.co/company/shoe-jabber,Adhesive graphics for footwear. Think NikeID at a fraction of the price. 
Bandit Retail,https://angel.co/company/bandit-retail,Curvy/Large-Bust Lingerie Membership Service 
Pack Events,https://angel.co/company/pack-events,Unforgettable Events. Redefined by Mobile
Etceter & Pressclip.it,https://angel.co/company/etceter-pressclip-it,Visual Information Sharing
"bEcosystems, Inc. dba bCommunities",https://angel.co/company/becosystems-inc-dba-bcommunities,Secure B2B Collaboration Network
MiniBrake,https://angel.co/company/minibrake,remotely controlled bike brake for kids
Rankmi,https://angel.co/company/rankmi,Plataforma para la gestión de personas
PROJEKT 313,https://angel.co/company/projekt-313,Comparison shopping for for active people.
Earz,https://angel.co/company/earz,Social Music Distribution
Upe,https://angel.co/company/upe-places,Travel platform for transitioning offline-to-online LATAM market
Quantum Knowledge Strategic Solutions,https://angel.co/company/quantum-knowledge-strategic-solutions,Public safety technology development
Cornea Entertainment,https://angel.co/company/cornea-entertainment-inc,Cinematic Book
Simple Lifeforms,https://angel.co/company/simple-lifeforms,Cross Platform Games for Smart Platforms and Devices
Enuygun,https://angel.co/company/enuygun,Moneysupermarket of Turkey.
CodeNgo,https://angel.co/company/codengo,Hootesuite for App Marketers
Ocapi,https://angel.co/company/ocapi,
Ahonya,https://angel.co/company/ahonya,The Amazon.com of Ghana
Dataspin,https://angel.co/company/dataspin,acquire. engage. monetise
Material Mix,https://angel.co/company/material-mix-1,We monetize industrial trash
Wordinaire,https://angel.co/company/wordinaire,Rosetta Stone for Prep Apps
Currently,https://angel.co/company/currently-1,Communities for Outdoor Enthusiasts
WhereInFair,https://angel.co/company/whereinfair,
Greenpie,https://angel.co/company/greenpie,Nutrition counseling online made easy
SnapBatch,https://angel.co/company/snapbatch,Real-time mobile gaming platform for everything live.
Liox,https://angel.co/company/liox,Dry Cleaning and Laundry on Demand
SIMI,https://angel.co/company/simi-1,We Help Restaurants Manage Their Business.
Revio,https://angel.co/company/revio,"Making Powersports Safe, Secure & Connected"
TrunkBird,https://angel.co/company/trunkbird,Send stuff with people on the move
Modti,https://angel.co/company/modti,Inventors and Pioneers of Shape Programmable Hardware
Errund,https://angel.co/company/errund-1,Amazon for Home and Business Services
Jabber,https://angel.co/company/shoe-jabber,Adhesive graphics for footwear. Think NikeID at a fraction of the price. 
Bandit Retail,https://angel.co/company/bandit-retail,Curvy/Large-Bust Lingerie Membership Service 
Pack Events,https://angel.co/company/pack-events,Unforgettable Events. Redefined by Mobile
Etceter & Pressclip.it,https://angel.co/company/etceter-pressclip-it,Visual Information Sharing
"bEcosystems, Inc. dba bCommunities",https://angel.co/company/becosystems-inc-dba-bcommunities,Secure B2B Collaboration Network
MiniBrake,https://angel.co/company/minibrake,remotely controlled bike brake for kids
Rankmi,https://angel.co/company/rankmi,Plataforma para la gestión de personas
PROJEKT 313,https://angel.co/company/projekt-313,Comparison shopping for for active people.
Earz,https://angel.co/company/earz,Social Music Distribution
Upe,https://angel.co/company/upe-places,Travel platform for transitioning offline-to-online LATAM market
BazarMaker,https://angel.co/company/bazarmaker,Create online social marketplace
Cornea Entertainment,https://angel.co/company/cornea-entertainment-inc,Cinematic Book
Ideedock,https://angel.co/company/ideedock,Q&A platform for enterprises
Clickpass,https://angel.co/company/clickpass,
angelcam,https://angel.co/company/angelcam,"From the Cloud, Angelcam helps people protect what matters most. "
Klick Push,https://angel.co/company/klick-push,Reshaping Digital Music Distribution and Advertising 
Azadi,https://angel.co/company/azadi-1,Providing access to female healthcare and lifestyles products to women in rural India.
myMedScore,https://angel.co/company/mymedscore,Real-time health care engagement scoring.  215MM MedScores calculated to date!
Factor.io,https://angel.co/company/factor-io,We automate the deployment process so developers can focus on code.
theDrop,https://angel.co/company/thedrop,Keeping fans up to date on their favorite bands
Funding Wonder,https://angel.co/company/funding-wonder,Crowd Financing Dept Platform for Small Businesses Loans
MyDemocracy,https://angel.co/company/mydemocracy-5,MyDemocracy the next-generation political entertainment company.
Allcancode,https://angel.co/company/allcancode,Specializes in super-fast web and mobile app development for Marketing and Advertising.
Nebulab,https://angel.co/company/nebulab,Contextual data management for life scientists.
BOOKOOB,https://angel.co/company/bookoob-korea,
BrightWork,https://angel.co/company/brightwork-1,Build and deploy a RESTful API in less than 30 seconds.
Herbal Zap,https://angel.co/company/herbal-zap-1,Instantly dissolving herbal supplement beverages powered by ancient wisdom.
Polonius (Post-Polonius),https://angel.co/company/polonius,We bring the quality of communication for value by merging internet and the snail-post
The Alpha Labs,https://angel.co/company/the-alpha-labs-1,Small & Comfortable AR smart glasses for professional
RedShred,https://angel.co/company/redshred-1,Artificial Intelligence to find and read RFP business leads.
Ideedock,https://angel.co/company/ideedock,Q&A platform for enterprises
Clickpass,https://angel.co/company/clickpass,
Klick Push,https://angel.co/company/klick-push,Reshaping Digital Music Distribution and Advertising 
Azadi,https://angel.co/company/azadi-1,Providing access to female healthcare and lifestyles products to women in rural India.
myMedScore,https://angel.co/company/mymedscore,Real-time health care engagement scoring.  215MM MedScores calculated to date!
Factor.io,https://angel.co/company/factor-io,We automate the deployment process so developers can focus on code.
theDrop,https://angel.co/company/thedrop,Keeping fans up to date on their favorite bands
CellBreaker,https://angel.co/company/cellbreaker,Contract Justice for Consumers
Funding Wonder,https://angel.co/company/funding-wonder,Crowd Financing Dept Platform for Small Businesses Loans
MyDemocracy,https://angel.co/company/mydemocracy-5,MyDemocracy the next-generation political entertainment company.
BOOKOOB,https://angel.co/company/bookoob-korea,
GyanDhan,https://angel.co/company/gyandhan,Financing a better future
Awesummly,https://angel.co/company/awesummly,Automated Realtime News Summary
BrightWork,https://angel.co/company/brightwork-1,Build and deploy a RESTful API in less than 30 seconds.
Herbal Zap,https://angel.co/company/herbal-zap-1,Instantly dissolving herbal supplement beverages powered by ancient wisdom.
Polonius (Post-Polonius),https://angel.co/company/polonius,We bring the quality of communication for value by merging internet and the snail-post
The Alpha Labs,https://angel.co/company/the-alpha-labs-1,Small & Comfortable AR smart glasses for professional
RedShred,https://angel.co/company/redshred-1,Artificial Intelligence to find and read RFP business leads.
RollSale,https://angel.co/company/rollsale,LendingTree for your Used Car
YellowBrck,https://angel.co/company/yellowbrck,LBS / Check-In App for Moms 
SlickFlick,https://angel.co/company/slickflick,"Share the story behind your photos with Captions, Stickers, Animations"
UnCollege,https://angel.co/company/uncollege,Gap year programs as an alternative to college
Engine,https://angel.co/company/engine,Engine gives context to your emails. Never again will you search for a long lost email.
